"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"53 years"	"53"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1393	360407	386.5
	"2001"	"2001"	"53 years"	"53"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	2025	488738	414.3
	"2001"	"2001"	"53 years"	"53"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	1064	280024	380.0
	"2001"	"2001"	"53 years"	"53"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1640	280673	584.3
	"2001"	"2001"	"53 years"	"53"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2083	353921	588.5
	"2001"	"2001"	"53 years"	"53"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3358	475949	705.5
	"2001"	"2001"	"53 years"	"53"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1700	280053	607.0
	"2001"	"2001"	"54 years"	"54"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	1229	317524	387.1
	"2001"	"2001"	"54 years"	"54"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1492	385253	387.3
	"2001"	"2001"	"54 years"	"54"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	2282	529618	430.9
	"2001"	"2001"	"54 years"	"54"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	1178	301807	390.3
	"2001"	"2001"	"54 years"	"54"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1831	304358	601.6
	"2001"	"2001"	"54 years"	"54"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2373	377360	628.8
	"2001"	"2001"	"54 years"	"54"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3810	514026	741.2
	"2001"	"2001"	"54 years"	"54"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1891	300916	628.4
	"2002"	"2002"	"45 years"	"45"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	606	334438	181.2
	"2002"	"2002"	"45 years"	"45"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	829	436319	190.0
	"2002"	"2002"	"45 years"	"45"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1303	543936	239.6
	"2002"	"2002"	"45 years"	"45"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	683	321511	212.4
	"2002"	"2002"	"45 years"	"45"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	964	326222	295.5
	"2002"	"2002"	"45 years"	"45"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1434	433395	330.9
	"2002"	"2002"	"45 years"	"45"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2217	537272	412.6
	"2002"	"2002"	"45 years"	"45"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1181	323224	365.4
	"2002"	"2002"	"46 years"	"46"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	636	322624	197.1
	"2002"	"2002"	"46 years"	"46"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	833	420711	198.0
	"2002"	"2002"	"46 years"	"46"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1354	525077	257.9
	"2002"	"2002"	"46 years"	"46"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	699	311644	224.3
	"2002"	"2002"	"46 years"	"46"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1106	316041	350.0
	"2002"	"2002"	"46 years"	"46"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1555	419431	370.7
	"2002"	"2002"	"46 years"	"46"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2421	517335	468.0
	"2002"	"2002"	"46 years"	"46"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1270	313462	405.2
	"2002"	"2002"	"47 years"	"47"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	679	322921	210.3
	"2002"	"2002"	"47 years"	"47"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	953	421411	226.1
	"2002"	"2002"	"47 years"	"47"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1345	531873	252.9
	"2002"	"2002"	"47 years"	"47"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	786	317762	247.4
	"2002"	"2002"	"47 years"	"47"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1216	319058	381.1
	"2002"	"2002"	"47 years"	"47"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1593	421805	377.7
	"2002"	"2002"	"47 years"	"47"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2533	525065	482.4
	"2002"	"2002"	"47 years"	"47"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1283	320360	400.5
	"2002"	"2002"	"48 years"	"48"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	728	313673	232.1
	"2002"	"2002"	"48 years"	"48"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1003	408548	245.5
	"2002"	"2002"	"48 years"	"48"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1510	517392	291.8
	"2002"	"2002"	"48 years"	"48"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	787	311888	252.3
	"2002"	"2002"	"48 years"	"48"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1238	305666	405.0
	"2002"	"2002"	"48 years"	"48"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1730	406791	425.3
	"2002"	"2002"	"48 years"	"48"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2654	505620	524.9
	"2002"	"2002"	"48 years"	"48"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1376	309883	444.0
	"2002"	"2002"	"49 years"	"49"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	740	307969	240.3
	"2002"	"2002"	"49 years"	"49"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1038	397875	260.9
	"2002"	"2002"	"49 years"	"49"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1539	505825	304.3
	"2002"	"2002"	"49 years"	"49"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	891	305627	291.5
	"2002"	"2002"	"49 years"	"49"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1315	298479	440.6
	"2002"	"2002"	"49 years"	"49"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1768	395216	447.4
	"2002"	"2002"	"49 years"	"49"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2778	492771	563.8
	"2002"	"2002"	"49 years"	"49"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1470	304589	482.6
	"2002"	"2002"	"50 years"	"50"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	811	298606	271.6
	"2002"	"2002"	"50 years"	"50"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1073	388676	276.1
	"2002"	"2002"	"50 years"	"50"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1543	492091	313.6
	"2002"	"2002"	"50 years"	"50"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	856	294965	290.2
	"2002"	"2002"	"50 years"	"50"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1398	289975	482.1
	"2002"	"2002"	"50 years"	"50"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1904	388284	490.4
	"2002"	"2002"	"50 years"	"50"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2898	479529	604.3
	"2002"	"2002"	"50 years"	"50"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1513	293237	516.0
	"2002"	"2002"	"51 years"	"51"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	849	293169	289.6
	"2002"	"2002"	"51 years"	"51"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1127	376905	299.0
	"2002"	"2002"	"51 years"	"51"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1726	483936	356.7
	"2002"	"2002"	"51 years"	"51"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	938	290234	323.2
	"2002"	"2002"	"51 years"	"51"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1479	282702	523.2
	"2002"	"2002"	"51 years"	"51"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1963	373685	525.3
	"2002"	"2002"	"51 years"	"51"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2961	468846	631.6
	"2002"	"2002"	"51 years"	"51"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1584	288347	549.3
	"2002"	"2002"	"52 years"	"52"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	902	288926	312.2
	"2002"	"2002"	"52 years"	"52"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1150	367531	312.9
	"2002"	"2002"	"52 years"	"52"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1764	484305	364.2
	"2002"	"2002"	"52 years"	"52"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	973	289725	335.8
	"2002"	"2002"	"52 years"	"52"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1504	279839	537.5
	"2002"	"2002"	"52 years"	"52"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2012	366158	549.5
	"2002"	"2002"	"52 years"	"52"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3202	470132	681.1
	"2002"	"2002"	"52 years"	"52"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1659	289966	572.1
	"2002"	"2002"	"53 years"	"53"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	1030	286317	359.7
	"2002"	"2002"	"53 years"	"53"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1394	360272	386.9
	"2002"	"2002"	"53 years"	"53"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1976	483090	409.0
	"2002"	"2002"	"53 years"	"53"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	1024	279656	366.2
	"2002"	"2002"	"53 years"	"53"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1634	274089	596.2
	"2002"	"2002"	"53 years"	"53"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2178	355337	612.9
	"2002"	"2002"	"53 years"	"53"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3391	467923	724.7
	"2002"	"2002"	"53 years"	"53"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1743	278434	626.0
	"2002"	"2002"	"54 years"	"54"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	1134	290763	390.0
	"2002"	"2002"	"54 years"	"54"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1515	358209	422.9
	"2002"	"2002"	"54 years"	"54"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	2208	490825	449.9
	"2002"	"2002"	"54 years"	"54"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	1153	280373	411.2
	"2002"	"2002"	"54 years"	"54"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1723	278201	619.3
	"2002"	"2002"	"54 years"	"54"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2327	351058	662.9
	"2002"	"2002"	"54 years"	"54"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3696	476317	776.0
	"2002"	"2002"	"54 years"	"54"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1853	279210	663.7
	"2003"	"2003"	"45 years"	"45"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	590	335909	175.6
	"2003"	"2003"	"45 years"	"45"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	855	438179	195.1
	"2003"	"2003"	"45 years"	"45"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1333	544751	244.7
	"2003"	"2003"	"45 years"	"45"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	656	318001	206.3
	"2003"	"2003"	"45 years"	"45"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	992	329240	301.3
	"2003"	"2003"	"45 years"	"45"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1450	433916	334.2
	"2003"	"2003"	"45 years"	"45"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2289	538828	424.8
	"2003"	"2003"	"45 years"	"45"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1122	321552	348.9
	"2003"	"2003"	"46 years"	"46"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	635	333192	190.6
	"2003"	"2003"	"46 years"	"46"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	881	434874	202.6
	"2003"	"2003"	"46 years"	"46"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1402	544934	257.3
	"2003"	"2003"	"46 years"	"46"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	741	321229	230.7
	"2003"	"2003"	"46 years"	"46"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1116	324716	343.7
	"2003"	"2003"	"46 years"	"46"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1500	432100	347.1
	"2003"	"2003"	"46 years"	"46"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2503	537856	465.4
	"2003"	"2003"	"46 years"	"46"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1291	323001	399.7
	"2003"	"2003"	"47 years"	"47"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	699	320940	217.8
	"2003"	"2003"	"47 years"	"47"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	903	419419	215.3
	"2003"	"2003"	"47 years"	"47"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1453	526142	276.2
	"2003"	"2003"	"47 years"	"47"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	760	311890	243.7
	"2003"	"2003"	"47 years"	"47"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1155	314191	367.6
	"2003"	"2003"	"47 years"	"47"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1709	417434	409.4
	"2003"	"2003"	"47 years"	"47"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2596	517121	502.0
	"2003"	"2003"	"47 years"	"47"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1330	312781	425.2
	"2003"	"2003"	"48 years"	"48"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	724	321307	225.3
	"2003"	"2003"	"48 years"	"48"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1037	419484	247.2
	"2003"	"2003"	"48 years"	"48"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1523	532287	286.1
	"2003"	"2003"	"48 years"	"48"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	785	316756	247.8
	"2003"	"2003"	"48 years"	"48"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1267	316294	400.6
	"2003"	"2003"	"48 years"	"48"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1781	418962	425.1
	"2003"	"2003"	"48 years"	"48"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2712	523778	517.8
	"2003"	"2003"	"48 years"	"48"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1433	318565	449.8
	"2003"	"2003"	"49 years"	"49"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	736	312191	235.8
	"2003"	"2003"	"49 years"	"49"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1098	407480	269.5
	"2003"	"2003"	"49 years"	"49"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1631	518236	314.7
	"2003"	"2003"	"49 years"	"49"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	892	312019	285.9
	"2003"	"2003"	"49 years"	"49"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1349	303898	443.9
	"2003"	"2003"	"49 years"	"49"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1830	405299	451.5
	"2003"	"2003"	"49 years"	"49"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2865	505617	566.6
	"2003"	"2003"	"49 years"	"49"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1529	309230	494.5
	"2003"	"2003"	"50 years"	"50"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	785	305589	256.9
	"2003"	"2003"	"50 years"	"50"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1130	395108	286.0
	"2003"	"2003"	"50 years"	"50"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1745	505633	345.1
	"2003"	"2003"	"50 years"	"50"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	898	304912	294.5
	"2003"	"2003"	"50 years"	"50"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1396	295357	472.6
	"2003"	"2003"	"50 years"	"50"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1919	391512	490.2
	"2003"	"2003"	"50 years"	"50"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3079	490371	627.9
	"2003"	"2003"	"50 years"	"50"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1546	302576	510.9
	"2003"	"2003"	"51 years"	"51"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	843	297731	283.1
	"2003"	"2003"	"51 years"	"51"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1143	387618	294.9
	"2003"	"2003"	"51 years"	"51"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1816	494130	367.5
	"2003"	"2003"	"51 years"	"51"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	980	295188	332.0
	"2003"	"2003"	"51 years"	"51"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1429	289078	494.3
	"2003"	"2003"	"51 years"	"51"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2043	386997	527.9
	"2003"	"2003"	"51 years"	"51"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3184	480065	663.2
	"2003"	"2003"	"51 years"	"51"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1643	293219	560.3
	"2003"	"2003"	"52 years"	"52"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	887	290991	304.8
	"2003"	"2003"	"52 years"	"52"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1302	374804	347.4
	"2003"	"2003"	"52 years"	"52"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1793	483898	370.5
	"2003"	"2003"	"52 years"	"52"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	1003	289217	346.8
	"2003"	"2003"	"52 years"	"52"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1463	280159	522.2
	"2003"	"2003"	"52 years"	"52"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2025	370422	546.7
	"2003"	"2003"	"52 years"	"52"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3176	467135	679.9
	"2003"	"2003"	"52 years"	"52"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1776	286358	620.2
	"2003"	"2003"	"53 years"	"53"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	948	287246	330.0
	"2003"	"2003"	"53 years"	"53"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1336	365635	365.4
	"2003"	"2003"	"53 years"	"53"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1906	486125	392.1
	"2003"	"2003"	"53 years"	"53"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	1051	289758	362.7
	"2003"	"2003"	"53 years"	"53"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1574	277814	566.6
	"2003"	"2003"	"53 years"	"53"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2137	363918	587.2
	"2003"	"2003"	"53 years"	"53"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3434	470376	730.1
	"2003"	"2003"	"53 years"	"53"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1708	289561	589.9
	"2003"	"2003"	"54 years"	"54"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	1017	284596	357.3
	"2003"	"2003"	"54 years"	"54"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1483	358508	413.7
	"2003"	"2003"	"54 years"	"54"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	2192	484988	452.0
	"2003"	"2003"	"54 years"	"54"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	1134	279966	405.0
	"2003"	"2003"	"54 years"	"54"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1701	271689	626.1
	"2003"	"2003"	"54 years"	"54"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	2343	353078	663.6
	"2003"	"2003"	"54 years"	"54"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3729	468070	796.7
	"2003"	"2003"	"54 years"	"54"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1982	277537	714.1
	"2004"	"2004"	"45 years"	"45"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	604	333360	181.2
	"2004"	"2004"	"45 years"	"45"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	830	431417	192.4
	"2004"	"2004"	"45 years"	"45"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1381	539099	256.2
	"2004"	"2004"	"45 years"	"45"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	647	309054	209.3
	"2004"	"2004"	"45 years"	"45"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1017	325204	312.7
	"2004"	"2004"	"45 years"	"45"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1370	428078	320.0
	"2004"	"2004"	"45 years"	"45"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2265	533485	424.6
	"2004"	"2004"	"45 years"	"45"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1096	311643	351.7
	"2004"	"2004"	"46 years"	"46"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	670	334662	200.2
	"2004"	"2004"	"46 years"	"46"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	924	437056	211.4
	"2004"	"2004"	"46 years"	"46"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1465	546449	268.1
	"2004"	"2004"	"46 years"	"46"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	766	317502	241.3
	"2004"	"2004"	"46 years"	"46"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1085	327889	330.9
	"2004"	"2004"	"46 years"	"46"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1570	433158	362.5
	"2004"	"2004"	"46 years"	"46"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2409	541028	445.3
	"2004"	"2004"	"46 years"	"46"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1194	321858	371.0
	"2004"	"2004"	"47 years"	"47"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	664	331267	200.4
	"2004"	"2004"	"47 years"	"47"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	934	433935	215.2
	"2004"	"2004"	"47 years"	"47"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1540	546560	281.8
	"2004"	"2004"	"47 years"	"47"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	785	321530	244.1
	"2004"	"2004"	"47 years"	"47"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1205	322793	373.3
	"2004"	"2004"	"47 years"	"47"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1674	430434	388.9
	"2004"	"2004"	"47 years"	"47"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2640	538507	490.2
	"2004"	"2004"	"47 years"	"47"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1340	322668	415.3
	"2004"	"2004"	"48 years"	"48"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	746	318910	233.9
	"2004"	"2004"	"48 years"	"48"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1051	417506	251.7
	"2004"	"2004"	"48 years"	"48"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1558	526908	295.7
	"2004"	"2004"	"48 years"	"48"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	816	310740	262.6
	"2004"	"2004"	"48 years"	"48"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1158	311328	372.0
	"2004"	"2004"	"48 years"	"48"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1761	414785	424.6
	"2004"	"2004"	"48 years"	"48"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2791	515842	541.1
	"2004"	"2004"	"48 years"	"48"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1401	310862	450.7
	"2004"	"2004"	"49 years"	"49"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	784	319834	245.1
	"2004"	"2004"	"49 years"	"49"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1045	418559	249.7
	"2004"	"2004"	"49 years"	"49"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1676	533746	314.0
	"2004"	"2004"	"49 years"	"49"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	912	316902	287.8
	"2004"	"2004"	"49 years"	"49"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1306	314813	414.8
	"2004"	"2004"	"49 years"	"49"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1825	417827	436.8
	"2004"	"2004"	"49 years"	"49"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	2935	524385	559.7
	"2004"	"2004"	"49 years"	"49"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1423	318320	447.0
	"2004"	"2004"	"50 years"	"50"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	852	309084	275.7
	"2004"	"2004"	"50 years"	"50"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1060	404673	261.9
	"2004"	"2004"	"50 years"	"50"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1823	518381	351.7
	"2004"	"2004"	"50 years"	"50"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	954	310858	306.9
	"2004"	"2004"	"50 years"	"50"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	1382	300325	460.2
	"2004"	"2004"	"50 years"	"50"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	1990	400961	496.3
	"2004"	"2004"	"50 years"	"50"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	3095	503175	615.1
	"2004"	"2004"	"50 years"	"50"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	1569	307005	511.1
	"2004"	"2004"	"51 years"	"51"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	891	304969	292.2
	"2004"	"2004"	"51 years"	"51"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	1144	394545	290.0
	"2004"	"2004"	"51 years"	"51"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	1841	508091	362.3
	"2004"	"2004"	"51 years"	"51"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	978	305397	320.2
